GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B08AA1970,B08AA1980,B08AA1990,B08AA2000,B08AA2010,B08AB1970,B08AB1980,B08AB1990,B08AB2000,B08AB2010,B08AC1970,B08AC1980,B08AC1990,B08AC2000,B08AC2010,B08AD1970,B08AD1980,B08AD1990,B08AD2000,B08AD2010,B08AE1970,B08AE1980,B08AE1990,B08AE2000,B08AE2010,B08AF1970,B08AF1980,B08AF1990,B08AF2000,B08AF2010,B08AG1970,B08AG1980,B08AG1990,B08AG2000,B08AG2010,B08AH1970,B08AH1980,B08AH1990,B08AH2000,B08AH2010,B08AI1970,B08AI1980,B08AI1990,B08AI2000,B08AI2010,B08AJ2000,B08AJ2010
"G0202800","Alaska","02","020","Wrangell-Petersburg","280","2800",3759,4832,5544,4882,,4,6,11,15,,975,1150,1272,971,,60,14,26,17,,4,0,5,20,,35,42,17,41,,15,31,34,15,,42,4,1,2,,19,88,132,133,,522,
"G0202820","Alaska","02","020","Yakutat City and Borough","282","2820",,,,407,281,,,,1,2,,,,274,216,,,,7,5,,,,0,2,,,,3,19,,,,0,1,,,,0,0,,,,22,31,64,102
"G0202900","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900",2450,3361,3584,1590,1243,83,101,88,6,10,2013,4050,4432,4248,3877,3,3,10,1,1,11,2,1,1,3,5,4,10,11,6,160,5,8,8,1,3,0,10,0,3,24,347,335,219,117,256,314
"G0400010","Arizona","04","040","Apache County","001","0010",7734,11995,12456,13536,16634,416,279,100,173,175,23994,39010,47796,51588,51666,2,10,12,15,27,1,0,4,12,18,9,24,6,18,79,11,9,3,5,8,12,3,12,8,12,119,778,1202,1294,991,990,1422
"G0400030","Arizona","04","040","Cochise County","003","0030",59250,74368,79724,90269,103085,1813,3306,5078,5321,5465,152,436,775,1184,1518,180,389,343,279,282,31,174,139,127,191,77,189,334,453,698,89,427,752,653,706,32,79,102,53,82,286,6318,10377,14847,13894,4379,5275
"G0400050","Arizona","04","040","Coconino County","005","0050",34512,49453,61836,73381,82967,1281,1337,1419,1215,1629,11996,20942,28219,31369,36108,28,21,87,119,206,122,169,270,219,472,9,51,73,92,310,13,5,69,113,162,46,39,43,46,64,319,2991,4575,5230,7772,2744,4111
"G0400070","Arizona","04","040","Gila County","007","0070",24409,30298,30776,39951,41162,73,81,99,197,233,4591,5154,5233,6446,7892,12,0,18,29,32,10,24,30,39,51,11,41,41,46,70,6,54,11,18,31,1,0,2,6,13,142,1428,4006,3503,2996,924,1071
"G0400090","Arizona","04","040","Graham County","009","0090",14124,17247,20603,22473,26827,372,550,502,625,683,1682,2701,3947,4908,5324,7,33,12,9,12,24,46,33,32,49,5,5,17,20,45,0,0,3,15,13,1,0,5,6,18,363,2280,1432,4591,3161,715,1048
"G0400110","Arizona","04","040","Greenlee County","011","0110",10099,9331,6835,6339,6514,24,14,28,44,89,124,317,180,128,181,1,0,7,6,1,1,10,5,0,3,0,48,2,2,22,5,23,1,2,1,0,0,0,2,3,76,1663,950,1715,1288,295,320
"G0400120","Arizona","04","040","La Paz County","012","0120",,,10335,14619,14306,,,118,155,129,,,2400,2143,2563,,,6,9,14,,,24,16,17,,,20,19,39,,,2,6,5,,,3,7,4,,,936,1895,2589,528,761
"G0400130","Arizona","04","040","Maricopa County","013","0130",914464,1320774,1799420,2376359,2786781,32872,47833,74257,114551,190519,11159,23635,37708,52752,76533,1565,2610,3848,4875,5663,2114,4185,9626,15516,23656,730,2223,5074,11516,24482,239,1549,3501,5878,10616,155,531,1024,1210,1823,4224,105712,187643,394794,560347,89469,131768
"G0400150","Arizona","04","040","Mohave County","015","0150",24850,53259,88834,139616,173878,21,89,303,833,1882,869,1646,2134,3320,4357,14,47,82,140,212,30,48,71,129,225,1,19,97,400,830,2,15,42,84,118,7,5,61,76,132,63,737,1873,6715,12883,3296,5493
"G0400170","Arizona","04","040","Navajo County","017","0170",23425,32797,34205,44752,52972,916,614,703,857,938,23023,32207,40411,45050,46187,4,29,19,27,48,114,24,51,68,89,6,40,50,72,218,2,0,19,34,28,23,0,31,11,35,202,1918,2169,3233,3862,1894,2648
"G0400190","Arizona","04","040","Pima County","019","0190",329278,448028,524976,633387,728751,10322,14349,20795,25594,34674,8837,15230,20231,25156,31923,400,1183,1460,1761,1793,1095,1770,3472,4390,6262,205,590,1451,2478,4276,92,389,1246,1795,2535,87,135,270,348,498,1351,49769,92979,119393,131965,27069,36239
"G0400210","Arizona","04","040","Pinal County","021","0210",57516,63592,87219,126559,272013,3008,2996,3648,4958,17215,6405,8597,10762,13332,20710,14,43,41,91,393,142,113,95,231,605,27,52,123,367,2635,4,5,32,75,340,6,0,27,49,962,794,15520,14432,28565,46186,4795,14323
"G0400230","Arizona","04","040","Santa Cruz County","023","0230",13740,16231,22159,29168,34835,90,105,97,145,179,22,79,61,220,323,21,14,31,19,13,26,15,20,27,46,4,0,6,10,23,0,0,54,91,85,1,0,8,22,11,62,4015,7240,7637,10942,1009,953
"G0400250","Arizona","04","040","Yavapai County","025","0250",35754,65369,103106,153933,188515,145,216,321,655,1267,686,1026,1732,2446,3444,11,29,110,163,246,8,52,110,187,315,6,47,74,166,435,10,11,36,95,182,1,0,26,64,88,112,1395,2199,6301,11055,3264,5358
"G0400270","Arizona","04","040","Yuma County","027","0270",55793,67546,80702,109269,137881,1991,2390,3056,3550,3931,2272,3195,1420,2253,2981,135,221,226,170,210,160,51,186,228,271,163,470,536,517,851,15,56,92,259,192,29,62,76,77,92,269,16563,20601,38160,41721,5155,7510
"G0500010","Arkansas","05","050","Arkansas County","001","0010",17995,19205,16816,15602,13659,5300,4832,4738,4848,4661,18,88,52,38,36,5,0,0,0,0,9,0,9,18,26,8,18,9,5,6,0,13,3,8,7,0,0,0,0,2,12,19,26,88,372,136,249
"G0500030","Arkansas","05","050","Ashley County","003","0030",17413,19207,17511,16892,15143,7551,7233,6616,6561,5640,6,46,46,42,70,2,6,2,1,3,0,7,7,10,3,1,0,3,5,3,0,0,4,2,2,0,0,6,2,2,3,39,124,453,739,232,248
"G0500050","Arkansas","05","050","Baxter County","005","0050",15254,27239,30964,37547,40231,4,0,4,43,67,44,132,123,192,223,7,7,18,14,9,1,0,2,40,30,1,0,7,33,59,3,0,17,18,24,0,0,0,3,13,5,31,51,113,243,372,604
"G0500070","Arkansas","05","050","Benton County","007","0070",50126,76221,94968,139399,182817,25,44,124,629,2814,268,1299,1432,2343,3680,12,9,34,59,94,3,29,43,148,481,7,18,45,155,391,1,13,74,124,245,1,6,10,27,71,33,476,769,7530,24668,2791,5906
"G0500090","Arkansas","05","050","Boone County","009","0090",19051,25959,28038,33132,35624,2,0,5,39,72,15,66,175,210,254,3,5,5,13,10,0,0,7,10,27,0,0,9,44,56,0,4,9,25,11,0,0,8,3,12,2,33,41,136,174,307,647
"G0500110","Arkansas","05","050","Bradley County","011","0110",8728,9731,8012,7983,6934,4041,4022,3648,3607,3173,6,12,13,27,56,2,0,1,3,1,0,0,0,1,8,0,0,0,0,3,0,16,0,2,2,0,0,0,1,0,1,22,119,878,1176,95,155
"G0500130","Arkansas","05","050","Calhoun County","013","0130",3770,4366,4357,4280,4001,1795,1706,1447,1343,1192,0,0,5,11,15,0,0,1,1,1,2,0,1,0,4,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,6,7,13,53,77,54,75
"G0500150","Arkansas","05","050","Carroll County","015","0150",12275,16125,18416,23741,24593,2,6,6,27,103,9,39,144,211,249,3,0,8,7,10,1,0,1,3,7,0,0,24,50,73,4,15,10,9,9,2,0,1,3,0,5,18,44,901,1781,394,619
"G0500170","Arkansas","05","050","Chicot County","017","0170",8245,8251,6692,6104,4864,9805,9414,8859,7617,6381,14,75,17,17,22,0,0,1,2,0,75,47,32,34,28,1,6,7,10,3,0,0,1,1,0,2,0,5,1,2,22,0,99,210,407,120,92
"G0500190","Arkansas","05","050","Clark County","019","0190",16685,18109,16344,17491,16518,4821,5079,4913,5186,5413,17,37,55,102,96,3,21,8,23,3,7,18,27,69,38,0,6,2,8,12,4,5,5,6,16,0,5,9,4,3,0,46,74,367,550,283,344
"G0500210","Arkansas","05","050","Clay County","021","0210",18742,20588,18031,17271,15682,4,0,6,33,56,9,16,44,97,38,4,3,1,1,2,1,0,0,0,6,4,0,0,1,4,1,0,5,3,4,0,0,0,0,1,6,9,20,36,84,143,202
"G0500230","Arkansas","05","050","Cleburne County","023","0230",10335,16841,19292,23613,25130,1,3,6,29,72,3,41,72,105,129,1,8,2,4,8,1,0,12,22,13,0,0,4,4,16,0,0,0,2,5,0,0,0,0,3,8,16,23,45,218,214,365
"G0500250","Arkansas","05","050","Cleveland County","025","0250",5293,6661,6681,7267,7452,1298,1194,1059,1133,1059,1,2,13,26,23,0,2,3,4,3,0,0,4,0,1,1,2,2,2,3,1,7,4,2,2,0,0,0,0,0,11,0,15,65,81,71,65
"G0500270","Arkansas","05","050","Columbia County","027","0270",16806,17191,16564,15894,14696,9113,9242,8992,9232,9059,17,130,52,63,68,2,9,4,6,9,3,0,9,11,34,0,0,4,7,13,2,7,3,6,20,0,0,0,4,3,9,65,63,179,391,197,256
"G0500290","Arkansas","05","050","Conway County","029","0290",13920,16406,16139,17137,17917,2865,2974,2876,2654,2385,10,87,72,96,145,1,5,3,6,3,3,0,0,4,16,1,0,8,15,15,0,5,4,9,11,2,0,2,0,1,3,28,47,167,352,240,421
"G0500310","Arkansas","05","050","Craighead County","031","0310",50328,59922,64449,73332,78323,1641,2841,3778,6395,12640,48,242,188,259,335,10,17,34,39,33,12,0,92,120,386,3,23,29,57,112,3,15,17,68,50,2,0,6,5,6,21,179,363,982,2846,870,1695
"G0500330","Arkansas","05","050","Crawford County","033","0330",25108,35326,40974,49087,55194,490,425,374,465,725,56,1004,657,996,1367,6,0,10,12,14,0,0,20,18,49,2,0,29,46,72,1,5,25,42,32,0,0,10,6,7,14,132,394,1295,2679,1194,1773
"G0500350","Arkansas","05","050","Crittenden County","035","0350",25245,27810,28152,25896,23446,22754,21230,21401,23934,26051,33,104,90,122,126,6,62,6,9,13,51,94,74,82,76,5,1,11,26,55,2,30,62,31,33,2,12,4,3,7,8,156,139,433,524,326,557
"G0500370","Arkansas","05","050","Cross County","037","0370",14243,15308,14343,14606,13495,5504,5055,4782,4628,3972,5,33,40,43,46,0,0,3,2,8,4,0,11,10,15,0,0,3,12,12,1,0,4,10,5,1,0,3,0,2,25,38,36,60,126,145,187
"G0500390","Arkansas","05","050","Dallas County","039","0390",6157,6500,5873,5246,4476,3847,3957,3698,3774,3400,10,24,15,19,32,3,0,0,0,0,0,4,0,4,3,1,0,3,1,0,0,0,6,0,1,1,0,0,0,1,3,30,19,109,101,54,102
"G0500410","Arkansas","05","050","Desha County","041","0410",10531,11230,9500,7747,6230,8204,8444,7139,7107,6216,6,58,46,48,31,0,0,3,1,1,10,0,19,6,16,4,0,6,6,1,0,0,1,1,2,1,0,0,0,0,5,28,84,299,389,117,118
"G0500430","Arkansas","05","050","Drew County","043","0430",10563,12954,12530,13162,12739,4563,4886,4754,5085,5144,7,70,27,44,42,1,0,1,0,2,13,0,16,40,25,1,0,0,20,33,0,0,2,0,6,1,0,1,2,1,8,0,38,207,303,160,213
"G0500450","Arkansas","05","050","Faulkner County","045","0450",28696,42242,54644,75973,95420,2835,3702,4778,7298,11568,8,132,254,423,636,3,12,35,55,105,5,12,55,180,385,2,12,36,84,121,5,5,21,64,106,1,12,4,15,19,17,63,179,832,2568,1058,2269
"G0500470","Arkansas","05","050","Franklin County","047","0470",11100,14226,14644,17091,17221,161,155,99,110,130,7,249,98,128,187,1,0,2,4,0,2,0,0,7,7,3,8,1,7,11,0,0,7,4,1,0,0,4,3,20,27,67,42,164,236,240,307
"G0500490","Arkansas","05","050","Fulton County","049","0490",7689,9911,9969,11371,11857,0,0,10,23,40,3,50,47,71,78,3,14,3,3,1,0,0,1,2,3,0,0,1,7,12,2,0,1,1,0,0,0,0,0,0,2,0,5,18,49,139,205
"G0500510","Arkansas","05","050","Garland County","051","0510",48896,64154,66770,78250,82964,5128,5760,5604,6873,7615,59,376,480,491,555,17,15,33,36,38,1,5,37,78,89,1,0,32,82,118,3,6,16,28,42,2,19,10,8,14,24,196,415,872,2341,1308,2214
"G0500530","Arkansas","05","050","Grant County","053","0530",9284,12478,13491,15731,16940,417,418,377,406,390,3,62,38,68,75,1,6,3,1,0,0,0,0,2,3,1,0,7,9,15,0,38,5,6,4,0,0,0,2,2,5,6,27,112,232,120,189
"G0500550","Arkansas","05","050","Greene County","055","0550",24715,30565,31627,36379,40578,15,17,20,48,233,14,132,79,147,203,10,0,6,6,9,3,0,1,6,21,0,0,8,4,17,0,0,2,8,7,0,0,0,3,6,8,30,61,217,445,502,565
"G0500570","Arkansas","05","050","Hempstead County","057","0570",12920,16484,14888,14925,13431,6335,7062,6464,7160,6646,5,69,71,94,83,34,5,3,5,4,1,0,6,10,12,3,0,19,7,7,1,2,6,0,4,1,0,1,0,0,8,13,163,1007,1982,376,432
"G0500590","Arkansas","05","050","Hot Spring County","059","0590",19196,23567,23066,26508,28179,2719,3014,2865,3115,3568,20,164,124,127,139,13,0,6,5,5,0,0,7,9,13,0,0,2,23,22,5,13,6,7,7,2,0,0,3,13,8,61,39,169,389,381,573
"G0500610","Arkansas","05","050","Howard County","061","0610",9077,10899,10504,10525,9894,2319,2485,2919,3126,2846,3,44,53,52,90,1,8,0,0,0,0,0,16,6,7,0,0,2,5,7,0,0,2,2,3,0,10,0,1,1,12,13,73,451,760,123,175
"G0500630","Arkansas","05","050","Independence County","063","0630",22189,29219,30344,32490,33688,507,553,595,697,722,16,254,80,133,175,2,10,6,7,9,1,0,7,18,24,6,5,2,15,35,0,0,2,10,4,0,0,2,2,5,2,106,154,399,1415,439,562
"G0500650","Arkansas","05","050","Izard County","065","0650",7361,10717,11266,12773,13118,12,18,11,191,175,1,30,64,78,102,6,0,1,1,1,0,0,0,2,5,0,0,10,5,11,0,0,2,2,2,1,0,0,1,0,0,3,10,41,101,150,178
"G0500670","Arkansas","05","050","Jackson County","067","0670",17392,18756,16081,14840,14363,3032,2869,2759,3235,3000,9,14,66,57,89,4,0,8,12,6,2,0,3,2,25,8,0,5,6,6,0,5,6,3,4,0,0,0,0,1,5,2,16,85,232,175,269
"G0500690","Arkansas","05","050","Jefferson County","069","0690",50527,53206,47878,40840,32507,34593,36844,36877,41788,42639,25,278,225,176,205,17,49,56,71,11,59,57,86,96,119,11,9,33,69,115,5,36,43,40,17,3,19,2,7,3,89,220,287,516,860,637,937
"G0500710","Arkansas","05","050","Johnson County","071","0710",13341,17003,17632,21344,22280,239,271,309,313,364,12,80,108,133,217,10,12,5,5,4,0,7,10,14,33,0,0,0,7,16,4,0,8,10,9,0,0,2,2,8,24,50,147,617,2105,325,494
"G0500730","Arkansas","05","050","Lafayette County","073","0730",5664,5962,5884,5313,4642,4338,4189,3711,3123,2845,12,45,20,31,15,0,0,0,0,3,0,0,4,2,2,0,0,5,13,5,0,0,0,3,2,0,0,0,0,0,4,17,19,19,67,54,61
"G0500750","Arkansas","05","050","Lawrence County","075","0750",16155,18291,17223,17379,16952,148,36,88,79,137,4,90,126,85,60,3,0,10,4,5,3,0,1,0,7,0,0,1,0,4,2,0,1,2,2,2,6,1,0,4,3,24,6,27,37,181,205
"G0500770","Arkansas","05","050","Lee County","077","0770",7931,6857,5449,5209,4381,10868,8520,7487,7201,5761,19,7,11,18,44,4,0,1,0,0,30,92,33,17,18,1,10,2,2,1,4,0,0,1,1,0,0,0,0,0,27,53,70,81,84,50,121
"G0500790","Arkansas","05","050","Lincoln County","079","0790",7485,8555,8611,9402,9407,5424,4794,4935,4771,4223,0,14,65,50,38,0,6,0,0,3,0,0,7,0,4,4,0,1,2,1,0,0,3,1,0,0,0,0,0,1,0,0,68,150,317,108,140
"G0500810","Arkansas","05","050","Little River County","081","0810",8117,10436,10820,10155,9948,3056,3470,2931,2899,2519,18,46,116,191,184,1,0,2,1,3,1,0,3,2,0,0,0,2,8,8,0,0,1,5,3,0,0,4,1,0,1,0,87,131,234,228,264
"G0500830","Arkansas","05","050","Logan County","083","0830",16471,19689,20083,21690,20844,279,287,273,236,297,14,114,119,134,227,1,0,1,3,2,0,0,1,0,14,3,13,5,14,27,10,0,3,1,34,0,7,1,3,1,11,34,71,109,479,287,409
"G0500850","Arkansas","05","050","Lonoke County","085","0850",21432,30106,35395,48089,61353,4794,4223,3536,3404,4075,13,118,164,234,351,6,7,13,13,43,0,2,3,12,53,0,32,56,85,170,0,0,14,51,60,1,7,3,6,10,3,23,84,336,987,570,1235
"G0500870","Arkansas","05","050","Madison County","087","0870",9437,11215,11435,13665,14711,1,2,3,16,28,13,111,138,163,187,1,7,2,1,1,0,0,0,1,3,0,0,0,4,25,0,0,1,1,1,0,0,2,8,3,1,38,37,221,481,156,270
"G0500890","Arkansas","05","050","Marion County","089","0890",6978,11202,11899,15740,16146,2,0,6,20,30,10,114,53,115,110,2,5,5,10,8,0,0,4,4,5,1,0,5,9,11,1,0,3,3,1,0,0,1,1,0,6,13,25,35,75,197,266
"G0500910","Arkansas","05","050","Miller County","091","0910",25726,29058,29464,29935,31134,7598,8355,8625,9297,10667,30,249,147,227,283,5,0,3,3,6,3,0,3,3,17,3,22,22,30,34,3,13,26,11,19,0,0,1,2,10,17,69,176,327,544,579,738
"G0500930","Arkansas","05","050","Mississippi County","093","0930",45329,42916,40689,33499,28653,16527,16167,16006,16997,15817,35,57,166,121,136,40,9,34,13,23,48,25,14,25,42,20,62,98,36,36,6,9,50,30,12,1,0,8,8,1,54,272,460,656,1064,581,695
"G0500950","Arkansas","05","050","Monroe County","095","0950",8765,8206,6862,6088,4584,6855,5738,4422,3978,3330,16,100,26,26,25,1,0,0,0,0,12,8,6,1,5,3,0,1,3,4,0,0,2,1,0,0,0,0,0,0,5,0,14,39,96,117,96
"G0500970","Arkansas","05","050","Montgomery County","097","0970",5806,7672,7718,8822,8958,8,0,8,27,22,2,49,93,98,77,5,0,3,3,0,0,0,1,2,2,0,0,4,18,3,0,0,1,2,4,0,0,0,0,0,0,50,13,154,230,114,189
"G0500990","Arkansas","05","050","Nevada County","099","0990",6823,7684,6856,6660,5933,3278,3398,3196,3104,2764,6,0,27,37,31,2,0,0,1,1,0,0,0,1,2,0,0,5,2,4,0,0,0,0,0,0,0,0,0,1,2,15,17,87,137,62,122
"G0501010","Arkansas","05","050","Newton County","101","1010",5834,7701,7582,8385,8001,1,28,0,12,9,6,25,50,48,84,1,0,3,5,3,2,0,0,1,7,0,0,7,4,3,0,0,1,1,3,0,0,5,1,0,0,2,18,38,31,113,182
"G0501030","Arkansas","05","050","Ouachita County","103","1030",19742,19387,19702,17200,14883,11109,11002,10739,11125,10468,7,138,43,71,83,4,2,9,7,6,10,6,13,13,15,3,2,4,17,27,1,0,4,4,9,1,0,3,1,1,19,4,57,113,203,238,420
"G0501050","Arkansas","05","050","Perry County","105","1050",5473,7093,7780,9762,9939,156,132,119,177,196,1,41,42,87,69,0,0,1,1,4,0,0,0,2,2,4,0,4,1,3,0,0,5,3,1,0,0,0,1,2,0,0,18,48,55,113,170
"G0501070","Arkansas","05","050","Phillips County","107","1070",18247,15954,12915,10379,7618,21639,18410,15753,15612,13719,26,180,37,45,51,4,4,3,2,4,97,65,45,29,32,9,0,4,1,6,4,0,3,6,3,1,9,2,0,0,19,150,76,163,118,207,206
"G0501090","Arkansas","05","050","Pike County","109","1090",8313,9909,9621,10403,10163,384,391,378,392,330,5,73,56,72,67,1,0,0,0,3,0,0,0,0,5,2,0,3,8,18,1,0,0,2,4,0,0,0,1,1,5,0,28,303,510,121,185
"G0501110","Arkansas","05","050","Poinsett County","111","1110",24475,25149,22797,23304,22089,2305,1820,1773,1825,1775,20,53,43,47,55,5,0,3,2,6,3,0,1,8,15,0,0,4,13,11,1,0,4,8,2,0,0,4,3,3,13,10,35,201,296,191,330
"G0501130","Arkansas","05","050","Polk County","113","1130",13258,16824,17035,19155,19144,1,0,0,32,65,27,108,186,292,357,3,5,2,4,0,0,0,0,1,15,0,0,8,16,30,3,10,4,9,12,2,0,2,9,4,3,60,110,363,550,338,478
"G0501150","Arkansas","05","050","Pope County","115","1150",27896,37630,44126,51055,55273,671,858,1129,1423,1784,25,401,311,342,456,6,13,26,33,28,0,6,29,91,151,2,0,18,19,70,3,12,15,7,31,0,4,3,3,8,4,97,226,705,2570,755,1366
"G0501170","Arkansas","05","050","Prairie County","117","1170",8554,8675,8170,8092,7529,1680,1417,1294,1308,1064,4,22,38,29,26,1,0,1,2,0,1,0,1,4,2,1,0,0,1,2,1,0,2,0,1,0,2,0,0,0,7,24,12,37,11,61,80
"G0501190","Arkansas","05","050","Pulaski County","119","1190",228006,254929,252554,231211,220051,58402,81371,92200,115197,133858,245,1346,1135,1322,1505,126,187,259,243,237,73,405,450,901,1332,68,426,674,814,1036,40,202,272,447,797,9,57,49,63,53,220,1690,2067,6053,15843,5063,7861
"G0501210","Arkansas","05","050","Randolph County","121","1210",12469,16546,16322,17648,17339,139,265,146,177,128,20,16,52,94,86,5,0,2,3,2,0,0,4,4,9,5,0,3,1,11,0,0,4,2,2,2,0,0,2,3,5,7,25,52,133,209,252
"G0501250","Arkansas","05","050","Saline County","125","1250",34692,51400,62215,79575,96978,1368,1409,1348,1838,4994,31,274,275,373,520,3,7,28,33,41,1,11,26,51,109,1,6,19,70,116,3,26,42,94,103,1,0,5,10,9,7,28,225,605,2679,832,1531
"G0501270","Arkansas","05","050","Scott County","127","1270",8194,9546,10035,10285,9880,0,3,1,25,53,8,128,106,144,201,1,4,2,0,2,1,0,0,0,3,0,0,8,3,11,0,0,0,1,0,0,0,0,1,3,3,4,53,381,776,145,282
"G0501290","Arkansas","05","050","Searcy County","129","1290",7714,8784,7750,8035,7867,0,0,2,3,12,13,61,66,57,90,2,0,3,1,1,0,0,1,3,0,1,0,6,4,4,0,0,0,2,0,0,0,0,0,1,1,2,13,39,33,111,181
"G0501310","Arkansas","05","050","Sebastian County","131","1310",74405,87325,88719,94745,96344,4379,4889,5666,7086,8019,313,1362,1389,1729,2300,36,23,63,45,49,7,25,124,152,131,44,23,118,118,226,12,10,51,65,67,7,10,7,4,33,34,1505,3453,7885,13803,3072,4519
"G0501330","Arkansas","05","050","Sevier County","133","1330",10467,13095,12081,12544,11949,761,781,787,778,734,30,132,222,277,394,6,10,3,2,2,0,0,2,4,6,0,0,5,7,22,0,0,0,1,4,0,0,1,2,2,8,42,536,1879,3418,254,523
"G0501350","Arkansas","05","050","Sharp County","135","1350",8184,14369,13908,16630,16582,20,82,66,84,93,7,124,105,111,160,5,0,3,1,1,0,0,1,7,7,4,0,0,5,6,1,7,2,1,7,5,0,0,2,2,7,25,24,34,99,238,295
"G0501230","Arkansas","05","050","St. Francis County","123","1230",16081,16437,14722,14184,12502,14558,14190,13521,14375,14667,15,37,46,64,141,6,17,39,28,8,97,82,52,49,30,8,0,4,22,16,2,7,3,14,15,0,0,0,0,7,32,88,110,170,454,411,410
"G0501370","Arkansas","05","050","Stone County","137","1370",6832,8925,9687,11185,11995,1,8,8,9,11,2,89,54,85,81,0,0,5,1,2,0,0,0,0,7,3,0,1,1,5,0,0,1,3,6,0,0,1,3,2,0,0,18,18,81,189,200
"G0501390","Arkansas","05","050","Union County","139","1390",31990,34386,32414,30182,26276,13369,13970,14061,14587,13721,30,93,79,97,136,6,5,8,13,6,11,20,31,40,38,3,0,12,44,54,0,2,12,5,11,1,0,1,2,5,18,97,101,296,861,352,522
"G0501410","Arkansas","05","050","Van Buren County","141","1410",8221,13198,13845,15673,16598,47,40,41,50,68,3,36,75,114,114,0,0,1,0,4,0,0,0,0,10,0,0,5,20,18,0,0,4,3,1,1,0,0,1,1,3,83,37,82,137,240,339
"G0501430","Arkansas","05","050","Washington County","143","1430",76367,97141,108743,138796,162253,619,1533,1676,3539,6006,155,1045,1478,1855,2320,77,95,78,115,166,53,107,224,576,839,15,16,60,170,357,12,48,108,184,323,1,27,21,31,130,71,482,1021,8855,24809,3425,5699
"G0501450","Arkansas","05","050","White County","145","1450",37906,48834,52509,62811,70425,1276,1656,1703,2394,3074,23,185,229,269,432,23,6,21,21,15,5,45,25,38,161,5,12,25,61,78,2,5,10,18,29,0,0,4,5,3,13,92,150,644,1430,881,1414
"G0501470","Arkansas","05","050","Woodruff County","147","1470",7491,7720,6502,5932,5075,4055,3490,2991,2688,1994,5,3,14,20,18,1,0,1,0,0,11,5,0,0,0,1,0,3,4,3,0,0,0,0,0,2,0,2,8,3,0,4,7,18,63,71,104
"G0501490","Arkansas","05","050","Yell County","149","1490",13789,16552,17172,18312,19226,387,346,371,310,307,14,88,74,114,145,1,0,4,4,3,4,0,2,0,6,0,0,3,2,16,1,5,1,3,0,2,0,5,2,1,10,35,127,2039,2082,342,388
"G0600010","California","06","060","Alameda County","001","0010",855978,749735,761815,704334,649122,161282,203698,229249,215598,190451,5688,8178,8532,8335,9432,10117,11816,13592,12540,11344,20072,32205,68585,112006,146355,10597,25940,52535,69127,82406,743,3925,9537,14217,17464,1375,2288,2810,1467,1318,7332,67594,132527,217860,300700,81224,90997
"G0600030","California","06","060","Alpine County","003","0030",367,912,806,890,881,1,0,6,7,0,97,169,281,164,231,0,0,2,2,1,0,0,1,2,3,19,0,2,0,1,0,0,0,0,0,0,5,0,0,0,0,11,15,18,20,61,28
"G0600050","California","06","060","Amador County","005","0050",11281,18469,26894,30113,33149,325,177,1682,1359,962,160,299,492,586,651,5,16,53,65,59,19,43,28,30,65,4,16,39,74,136,0,0,24,29,31,5,4,15,13,31,22,290,812,1941,1616,847,1356
"G0600070","California","06","060","Butte County","007","0070",98222,134791,165200,171728,180096,1595,1550,2361,2816,3415,890,2227,3212,3570,4193,171,411,476,611,493,245,316,703,637,861,68,177,399,500,841,15,18,175,181,293,26,65,139,119,155,737,4296,9455,14640,18850,7923,10444
"G0600090","California","06","060","Calaveras County","009","0090",12952,19975,30609,36982,40522,139,108,184,304,383,171,380,678,623,651,3,9,43,82,90,4,23,31,48,89,305,25,65,112,197,1,5,10,35,24,3,13,16,21,38,7,172,362,912,1734,1341,1800
"G0600110","California","06","060","Colusa County","011","0110",11770,10211,12442,12090,13854,86,123,96,103,195,132,257,305,405,407,50,26,42,39,29,44,59,29,32,27,4,7,8,14,48,16,27,21,24,16,1,0,1,16,14,327,2081,3331,5191,6053,853,764
"G0600130","California","06","060","Contra Costa County","013","0130",502411,538896,611003,621490,614512,41620,60146,74577,88813,97161,1701,4932,5163,5322,5915,3980,5735,7885,7867,7389,3088,10381,22106,28948,40208,2763,8714,24663,34595,48418,213,1517,3941,5142,8216,321,760,1082,724,648,2292,25299,53312,103917,159227,48714,62225
"G0600150","California","06","060","Del Norte County","015","0150",13712,16273,20210,21693,21098,34,34,858,1184,993,727,1286,1473,1656,2157,19,14,26,30,35,2,8,17,46,49,3,32,55,60,99,4,33,21,15,27,2,0,25,16,18,77,537,775,1578,2753,1121,1298
